"","fecha_sintomas","Analizados","Resultados_lab","Confirmados_lab","Descartados_lab","Sospechosos","Casos","C_M","C_H","Decesos","D_M","D_H","Ambulatorios","Hospitalizados","Graves","Criticos","UCI","C_IMSS","D_IMSS","C_SSA","D_SSA","C_Estatal","D_Estatal","C_Municipal","D_Municipal","C_ISSSTE","D_ISSSTE","C_Privada","D_Privada","C_SEDENA","D_SEDENA","C_SEMAR","D_SEMAR","C_PEMEX","D_PEMEX","C_0_14","D_0_14","C_15_29","D_15_29","C_30_59","D_30_59","C_60_mas","D_60_mas"
"1",2020-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2020-01-02,4,2,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",2020-01-03,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",2020-01-05,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",2020-01-06,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",2020-01-07,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",2020-01-10,3,3,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",2020-01-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",2020-01-13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",2020-01-15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",2020-01-16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2020-01-17,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",2020-01-20,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",2020-01-23,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",2020-01-25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",2020-01-26,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",2020-01-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",2020-01-29,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",2020-02-01,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",2020-02-03,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",2020-02-04,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",2020-02-10,5,3,0,3,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",2020-02-13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",2020-02-14,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",2020-02-19,3,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",2020-02-20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",2020-02-23,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",2020-02-24,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",2020-02-25,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",2020-03-01,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",2020-03-07,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",2020-03-08,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",2020-03-09,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",2020-03-10,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",2020-03-12,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"36",2020-03-13,2,2,1,1,0,1,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"37",2020-03-15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",2020-03-16,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",2020-03-17,4,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",2020-03-18,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",2020-03-19,4,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",2020-03-20,4,2,1,1,2,1,1,0,1,1,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"43",2020-03-21,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",2020-03-22,6,3,1,2,3,1,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"45",2020-03-23,8,3,0,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",2020-03-24,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",2020-03-25,6,2,1,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"48",2020-03-26,8,7,3,4,1,3,2,1,0,0,0,1,2,5,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"49",2020-03-27,11,4,2,2,7,2,1,1,0,0,0,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"50",2020-03-28,7,2,0,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",2020-03-29,10,2,0,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",2020-03-30,18,5,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",2020-03-31,10,3,1,2,7,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"54",2020-04-01,19,10,5,5,7,5,2,3,1,0,1,3,2,4,3,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1
"55",2020-04-02,12,3,0,3,7,1,0,1,1,0,1,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"56",2020-04-03,11,2,1,1,5,1,1,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"57",2020-04-04,18,8,6,2,10,6,3,3,2,2,0,3,3,6,4,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1
"58",2020-04-05,16,8,7,1,4,7,3,4,0,0,0,7,0,5,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0
"59",2020-04-06,29,20,19,1,9,19,7,12,0,0,0,16,3,7,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,3,0
"60",2020-04-07,24,15,12,3,9,12,7,5,1,0,1,9,3,8,4,1,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,0,0
"61",2020-04-08,15,12,10,2,3,10,3,7,1,0,1,6,4,7,4,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,3,1
"62",2020-04-09,22,11,8,3,11,8,4,4,2,1,1,6,2,8,4,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0,0
"63",2020-04-10,26,18,10,8,7,11,7,4,3,0,3,9,2,7,3,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,1
"64",2020-04-11,19,7,4,3,12,4,2,2,1,1,0,3,1,4,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1
"65",2020-04-12,17,5,4,1,12,4,1,3,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"66",2020-04-13,27,17,4,13,9,4,3,1,1,1,0,2,2,3,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
"67",2020-04-14,23,14,13,1,9,13,5,8,3,1,2,9,4,7,4,0,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,1,3,2
"68",2020-04-15,18,7,3,4,11,3,2,1,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"69",2020-04-16,27,20,11,9,7,11,7,4,1,1,0,9,2,6,3,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,4,1
"70",2020-04-17,15,10,6,4,4,6,4,2,2,2,0,4,2,3,2,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1
"71",2020-04-18,16,12,9,3,3,9,6,3,2,1,1,7,2,5,3,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,1,0
"72",2020-04-19,17,5,2,3,11,2,2,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"73",2020-04-20,18,12,4,8,6,4,2,2,1,1,0,3,1,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1
"74",2020-04-21,15,6,3,3,9,3,2,1,0,0,0,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"75",2020-04-22,15,10,4,6,4,4,2,2,0,0,0,3,1,3,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0
"76",2020-04-23,8,3,2,1,3,2,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"77",2020-04-24,14,7,6,1,7,6,5,1,1,1,0,5,1,2,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1
"78",2020-04-25,19,12,11,1,6,11,4,7,1,0,1,7,4,7,4,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,3,1
"79",2020-04-26,18,9,3,6,8,3,1,2,1,1,0,2,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0
"80",2020-04-27,12,10,5,5,2,5,2,3,1,0,1,4,1,3,3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0
"81",2020-04-28,8,7,4,3,1,4,0,4,1,0,1,3,1,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
"82",2020-04-29,12,12,10,2,0,10,3,7,2,1,1,7,3,4,3,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,1,0
"83",2020-04-30,8,5,5,0,2,6,3,3,2,1,1,3,3,6,4,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2
"84",2020-05-01,15,15,8,7,0,8,2,6,2,1,1,5,3,7,4,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,1,1
"85",2020-05-02,14,14,10,4,0,10,5,5,1,0,1,9,1,2,2,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0
"86",2020-05-03,8,7,7,0,1,7,5,2,1,1,0,5,2,3,3,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1
"87",2020-05-04,9,8,6,2,1,6,1,5,3,0,3,3,3,6,4,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,2,1
"88",2020-05-05,11,10,7,3,1,7,5,2,1,0,1,5,2,3,2,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,1,0,0
"89",2020-05-06,11,11,8,3,0,8,6,2,2,2,0,5,3,5,4,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,2
"90",2020-05-07,16,14,13,1,1,13,5,8,5,1,4,7,6,10,7,0,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,4,4
"91",2020-05-08,16,16,9,7,0,9,1,8,3,0,3,6,3,5,4,1,2,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,4,2
"92",2020-05-09,12,12,10,2,0,10,6,4,1,1,0,7,3,6,4,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,1,1,0
"93",2020-05-10,14,13,10,3,1,10,5,5,4,2,2,5,5,12,9,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,5,3
"94",2020-05-11,16,15,13,2,1,13,7,6,2,2,0,8,5,9,5,0,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,5,2
"95",2020-05-12,19,19,13,6,0,13,6,7,3,2,1,10,3,7,4,0,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,4,2
"96",2020-05-13,11,11,8,3,0,8,2,6,1,0,1,7,1,4,1,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0
"97",2020-05-14,21,20,15,5,1,15,7,8,1,1,0,10,5,11,5,0,6,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,0,9,1,0,0
"98",2020-05-15,16,16,14,2,0,14,7,7,4,2,2,9,5,8,5,0,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,6,3
"99",2020-05-16,18,18,12,6,0,12,7,5,1,1,0,10,2,4,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,1,0,0
"100",2020-05-17,17,16,10,6,0,10,7,3,4,3,1,5,5,11,7,2,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,2,2,1
"101",2020-05-18,30,28,22,6,2,22,11,11,5,2,3,14,8,13,8,0,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,3,4,2
"102",2020-05-19,20,19,14,5,1,14,7,7,4,0,4,10,4,8,7,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,2,4,2
"103",2020-05-20,31,28,24,4,1,25,10,15,6,1,5,16,9,18,12,1,7,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,1,8,5
"104",2020-05-21,16,15,9,6,1,9,3,6,0,0,0,8,1,2,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0
"105",2020-05-22,18,18,14,4,0,14,7,7,1,0,1,12,2,4,2,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1,1,0
"106",2020-05-23,15,14,13,1,0,13,4,9,1,0,1,12,1,4,1,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,1,1,0
"107",2020-05-24,22,18,15,3,3,15,11,4,2,0,2,13,2,4,4,1,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,2,2,0
"108",2020-05-25,21,17,13,4,3,13,8,5,1,0,1,11,2,6,2,0,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,1,1
"109",2020-05-26,28,26,18,8,2,18,9,9,2,0,2,15,3,7,4,1,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,4,2
"110",2020-05-27,24,24,21,3,0,21,14,7,2,2,0,19,2,4,4,1,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,1,4,1
"111",2020-05-28,24,23,19,4,1,19,9,10,2,2,0,16,3,6,4,0,3,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,7,2
"112",2020-05-29,29,28,20,8,1,20,13,7,0,0,0,17,3,6,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,3,0
"113",2020-05-30,19,16,12,4,3,12,7,5,1,1,0,11,1,2,1,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,3,1
"114",2020-05-31,12,11,9,2,1,9,5,4,2,1,1,6,3,6,4,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,2
"115",2020-06-01,43,42,34,8,1,34,18,16,10,5,5,21,13,25,19,1,14,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,3,14,7
"116",2020-06-02,23,23,16,7,0,16,7,9,4,1,3,12,4,6,5,0,3,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,1,1
"117",2020-06-03,18,17,13,4,1,13,6,7,1,1,0,11,2,6,2,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,1,1,0
"118",2020-06-04,22,21,17,4,0,18,11,7,6,4,2,9,9,18,9,1,8,5,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,2,5,4
"119",2020-06-05,27,26,18,8,0,18,9,9,1,1,0,17,1,3,1,0,8,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,13,1,2,0
"120",2020-06-06,25,24,14,10,1,14,9,5,2,1,1,11,3,5,3,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,1,1,1
"121",2020-06-07,14,14,7,7,0,7,4,3,1,1,0,5,2,4,2,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,1
"122",2020-06-08,23,23,18,5,0,18,9,9,5,4,1,8,10,22,10,0,8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,1,6,4
"123",2020-06-09,19,18,10,8,0,10,6,4,1,1,0,8,2,6,3,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1
"124",2020-06-10,33,32,21,11,1,21,8,13,3,1,2,16,5,15,7,0,11,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,1,5,2
"125",2020-06-11,14,13,11,2,0,12,8,4,2,1,1,9,3,6,3,0,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,1
"126",2020-06-12,28,25,13,12,3,13,5,8,1,0,1,8,5,9,5,0,6,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,6,0,5,0
"127",2020-06-13,26,25,13,12,1,13,6,7,1,0,1,12,1,8,1,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,1,1,0
"128",2020-06-14,24,22,16,6,1,17,10,7,6,5,1,10,7,10,8,0,8,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,1,6,5
