"","fecha_sintomas","Analizados","Resultados_lab","Confirmados_lab","Descartados_lab","Sospechosos","Casos","C_M","C_H","Decesos","D_M","D_H","Ambulatorios","Hospitalizados","Graves","Criticos","UCI","C_IMSS","D_IMSS","C_SSA","D_SSA","C_Estatal","D_Estatal","C_Municipal","D_Municipal","C_ISSSTE","D_ISSSTE","C_Privada","D_Privada","C_SEDENA","D_SEDENA","C_SEMAR","D_SEMAR","C_PEMEX","D_PEMEX","C_0_14","D_0_14","C_15_29","D_15_29","C_30_59","D_30_59","C_60_mas","D_60_mas"
"129",2020-06-15,26,25,18,7,1,18,8,10,3,2,1,11,7,13,8,0,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,1,4,2
"130",2020-06-16,22,21,16,5,1,16,10,6,0,0,0,15,1,4,1,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,2,0
"131",2020-06-17,15,15,12,3,0,12,4,8,2,0,2,9,3,6,3,0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,0,3,2
"132",2020-06-18,26,26,21,5,0,21,9,12,4,0,4,16,5,10,7,0,9,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,5,4
"133",2020-06-19,30,28,20,8,0,20,9,11,3,2,1,17,3,8,4,0,9,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,1,4,2
"134",2020-06-20,45,37,30,7,7,31,17,14,1,1,0,24,7,15,8,0,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,19,0,7,1
"135",2020-06-21,25,23,17,6,2,17,9,8,2,0,2,12,5,11,5,0,6,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,2,1
"136",2020-06-22,44,37,27,10,4,29,16,13,6,4,2,21,8,16,9,1,9,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,1,6,5
"137",2020-06-23,27,22,15,7,1,19,5,14,2,0,2,15,4,9,6,0,7,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,3,2
"138",2020-06-24,31,29,17,12,0,18,12,6,1,1,0,16,2,5,3,0,6,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,5,1
"139",2020-06-25,29,18,15,3,1,25,14,11,4,1,3,18,7,13,8,1,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,2,5,2
"140",2020-06-26,34,26,18,8,3,21,11,10,4,2,2,17,4,12,4,0,9,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,14,2,3,2
"141",2020-06-27,26,19,13,6,1,17,7,10,3,1,2,13,4,9,4,0,7,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,10,1,3,2
"142",2020-06-28,22,16,8,8,1,11,5,6,2,1,1,7,4,9,4,0,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,3,1
"143",2020-06-29,26,17,12,5,3,16,9,7,0,0,0,14,2,6,2,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,3,0
"144",2020-06-30,26,23,18,5,3,18,7,11,3,0,3,14,4,8,5,0,11,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,1,5,2
"145",2020-07-01,34,27,21,6,2,25,12,13,6,3,3,15,10,18,10,0,9,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,11,0,10,6
"146",2020-07-02,13,10,7,3,1,9,6,3,2,1,1,6,3,6,3,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,2,1
"147",2020-07-03,20,15,12,3,2,14,5,9,4,2,2,10,4,9,4,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,2
"148",2020-07-04,20,13,8,5,3,11,7,4,1,1,0,9,2,3,2,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,1,0,0
"149",2020-07-05,25,21,19,2,1,22,11,11,9,3,6,13,9,17,12,0,7,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,12,4,7,5
"150",2020-07-06,18,16,14,2,0,16,11,5,4,2,2,10,6,13,8,0,11,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,1,6,3
"151",2020-07-07,28,20,16,4,1,21,12,9,5,2,3,14,7,13,9,0,7,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,2,3,3
"152",2020-07-08,19,18,13,5,0,14,8,6,3,2,1,9,5,10,5,0,5,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,6,3
"153",2020-07-09,25,22,20,2,0,23,13,10,2,2,0,20,3,7,3,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,1,4,1
"154",2020-07-10,34,21,17,4,1,29,16,13,2,1,1,26,3,4,4,0,7,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,0,3,2
"155",2020-07-11,16,14,11,3,0,13,5,8,4,1,3,7,6,12,6,0,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,4,3
"156",2020-07-12,5,5,4,1,0,4,1,3,0,0,0,2,2,5,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0
"157",2020-07-13,19,7,6,1,1,17,11,6,0,0,0,17,0,1,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,2,0
"158",2020-07-14,9,8,8,0,0,9,3,6,1,1,0,7,2,2,2,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1
"159",2020-07-15,18,14,10,4,0,14,6,8,3,1,2,8,6,10,7,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,5,2
"160",2020-07-16,15,10,9,1,0,14,4,10,1,0,1,9,5,8,5,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,1,3,0
"161",2020-07-17,15,7,5,2,0,13,7,6,2,0,2,10,3,6,4,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,4,2
"162",2020-07-18,19,11,8,3,0,15,7,8,1,1,0,11,4,9,5,0,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,6,1
"163",2020-07-19,25,17,9,8,1,16,9,7,4,1,3,10,6,11,6,0,3,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6,4
"164",2020-07-20,29,16,13,3,0,25,10,15,4,2,2,19,6,12,6,0,3,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,1,10,3
"165",2020-07-21,7,5,3,2,0,5,3,2,0,0,0,5,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0
"166",2020-07-22,17,14,12,2,0,15,11,4,4,2,2,11,4,7,4,0,6,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,9,3,2,1
"167",2020-07-23,22,17,8,9,0,13,4,9,1,0,1,12,1,3,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,1,1
"168",2020-07-24,24,20,13,7,3,14,5,9,4,1,3,10,4,12,4,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,4,4
"169",2020-07-25,22,16,9,7,0,15,8,7,2,0,2,12,3,7,3,0,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,6,2
"170",2020-07-26,20,14,10,4,0,16,9,7,2,1,1,13,3,6,4,0,3,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,3,2
"171",2020-07-27,16,11,6,5,0,11,6,5,0,0,0,10,1,4,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,1,0
"172",2020-07-28,11,6,4,2,0,9,4,5,3,1,2,5,4,7,5,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,4,3
"173",2020-07-29,7,7,6,1,0,6,3,3,5,2,3,0,6,12,8,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3
"174",2020-07-30,19,16,10,6,0,13,7,6,2,2,0,11,2,4,2,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,4,2
"175",2020-07-31,15,11,6,5,0,10,7,3,2,1,1,6,4,8,5,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,2,2,0
"176",2020-08-01,31,21,17,4,0,27,16,11,3,1,2,18,9,15,9,0,8,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,2,6,1
"177",2020-08-02,12,8,7,1,0,11,6,5,0,0,0,11,0,1,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,1,0
"178",2020-08-03,32,26,4,22,2,6,4,2,0,0,0,5,1,5,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0
"179",2020-08-04,34,31,4,27,1,5,3,2,0,0,0,3,2,3,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"180",2020-08-05,16,13,0,13,0,3,2,1,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"181",2020-08-06,26,25,7,18,0,8,5,3,2,1,1,5,3,7,3,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2
"182",2020-08-07,19,17,8,9,0,10,8,2,1,1,0,9,1,2,1,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1
"183",2020-08-08,9,9,3,6,0,3,1,2,0,0,0,3,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
"184",2020-08-09,12,11,7,4,1,7,4,3,0,0,0,6,1,2,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0
"185",2020-08-10,53,44,8,36,1,14,10,4,1,1,0,13,1,2,1,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,1,1
"186",2020-08-11,35,35,6,29,0,6,2,4,0,0,0,6,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0
"187",2020-08-12,36,32,8,24,0,12,9,3,0,0,0,12,0,1,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,0,0,0
"188",2020-08-13,20,14,8,6,0,14,7,7,2,0,2,12,2,3,2,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,3,2
"189",2020-08-14,22,11,8,3,0,19,14,5,1,1,0,18,1,2,1,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,9,0,3,1
"190",2020-08-15,25,18,12,6,0,19,7,12,2,2,0,17,2,4,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,12,2,2,0
"191",2020-08-16,28,24,10,14,0,14,7,7,2,1,1,11,3,8,4,0,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,3,2
"192",2020-08-17,70,55,5,50,0,19,10,9,1,0,1,15,4,7,5,0,3,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,10,0,3,0
"193",2020-08-18,72,66,11,55,0,16,11,5,0,0,0,13,3,7,3,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,2,0
"194",2020-08-19,83,71,17,54,0,28,14,14,0,0,0,25,3,6,3,1,1,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,19,0,3,0
"195",2020-08-20,24,13,8,5,0,19,12,7,0,0,0,17,2,5,2,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,2,0
"196",2020-08-21,21,16,6,10,0,11,6,5,1,0,1,9,2,6,2,0,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,3,0
"197",2020-08-22,14,11,6,5,0,9,6,3,0,0,0,9,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0
"198",2020-08-23,18,15,10,5,1,12,11,1,0,0,0,12,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,7,0,1,0
"199",2020-08-24,13,13,7,6,0,7,4,3,1,0,1,4,3,5,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1
"200",2020-08-25,19,17,5,12,0,7,4,3,0,0,0,7,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0
"201",2020-08-26,57,54,7,47,0,9,7,2,2,2,0,7,2,6,2,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,2
"202",2020-08-27,3,3,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"203",2020-08-28,25,25,8,17,0,8,5,3,0,0,0,7,1,2,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0
"204",2020-08-29,18,15,5,10,0,7,5,2,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0
"205",2020-08-30,20,19,9,10,0,10,4,6,0,0,0,9,1,1,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,1,0
"206",2020-08-31,18,16,6,10,1,7,3,4,0,0,0,7,0,2,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0
"207",2020-09-01,30,28,14,14,1,14,8,6,0,0,0,14,0,2,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,1,0
"208",2020-09-02,46,45,7,38,0,7,4,3,1,1,0,6,1,2,2,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0
"209",2020-09-03,13,12,4,8,0,4,3,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
"210",2020-09-04,15,13,7,6,0,7,1,6,1,0,1,4,3,5,4,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,2,0
"211",2020-09-05,20,19,8,11,0,9,4,5,1,0,1,5,4,6,4,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,1,0
"212",2020-09-06,10,8,3,5,0,3,1,2,0,0,0,3,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"213",2020-09-07,4,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"214",2020-09-08,5,4,3,1,0,3,0,3,2,0,2,1,2,4,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
"215",2020-09-10,6,6,3,3,0,3,1,2,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"216",2020-09-11,10,10,3,7,0,3,2,1,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"217",2020-09-12,8,8,4,4,0,4,3,1,1,0,1,3,1,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1
"218",2020-09-13,4,3,1,2,0,2,1,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"219",2020-09-14,10,9,4,5,1,4,3,1,1,0,1,3,1,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1
"220",2020-09-15,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221",2020-09-16,5,5,3,2,0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"222",2020-09-17,11,11,6,5,0,6,1,5,1,0,1,4,2,2,2,1,1,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,2,1
"223",2020-09-18,13,12,4,8,0,5,3,2,1,0,1,4,1,2,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1
"224",2020-09-19,15,14,6,8,0,7,3,4,1,0,1,5,2,6,3,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0
"225",2020-09-20,12,12,5,7,0,5,3,2,0,0,0,5,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
"226",2020-09-21,13,13,5,8,0,5,2,3,0,0,0,5,0,2,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0
"227",2020-09-22,9,9,3,6,0,3,0,3,1,0,1,2,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
"228",2020-09-23,10,10,4,6,0,4,2,2,1,1,0,3,1,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0
"229",2020-09-24,5,5,2,3,0,2,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"230",2020-09-25,12,12,4,8,0,4,2,2,1,0,1,2,2,4,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
"231",2020-09-26,6,6,5,1,0,5,5,0,2,2,0,2,3,5,3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1
"232",2020-09-27,6,6,3,3,0,3,2,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"233",2020-09-28,6,6,3,3,0,3,2,1,0,0,0,2,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"234",2020-09-29,6,6,3,3,0,3,0,3,0,0,0,2,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"235",2020-09-30,6,6,6,0,0,6,2,4,3,1,2,1,5,9,6,0,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,2
"236",2020-10-01,3,3,1,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"237",2020-10-02,11,11,5,6,0,5,2,3,0,0,0,5,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
"238",2020-10-03,11,11,4,7,0,4,3,1,1,1,0,3,1,2,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1
"239",2020-10-04,6,6,1,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"240",2020-10-05,7,7,3,4,0,3,2,1,0,0,0,2,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
"241",2020-10-06,12,11,4,7,1,4,2,2,0,0,0,2,2,3,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
"242",2020-10-07,7,5,5,0,2,5,2,3,1,1,0,3,2,5,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1
"243",2020-10-08,6,6,2,4,0,2,2,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"244",2020-10-09,5,5,3,2,0,3,2,1,0,0,0,2,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"245",2020-10-10,7,7,3,4,0,3,2,1,0,0,0,2,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"246",2020-10-11,11,11,1,10,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"247",2020-10-12,10,9,5,4,0,5,3,2,1,1,0,4,1,3,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1
"248",2020-10-13,4,4,2,2,0,2,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"249",2020-10-14,4,4,3,1,0,3,2,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"250",2020-10-15,5,5,1,4,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"251",2020-10-16,9,8,4,4,0,4,2,2,0,0,0,3,1,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0
"252",2020-10-17,10,10,7,3,0,7,1,6,2,0,2,3,4,8,4,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2
"253",2020-10-18,17,17,6,11,0,6,2,4,1,0,1,4,2,9,3,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0
"254",2020-10-19,13,12,8,4,0,8,6,2,2,1,1,6,2,4,4,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,1,1,1
"255",2020-10-20,6,4,2,2,1,2,1,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"256",2020-10-21,13,10,7,3,0,7,4,3,1,0,1,5,2,4,2,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0
"257",2020-10-22,12,9,6,3,2,6,1,5,1,0,1,3,3,5,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1
"258",2020-10-23,6,5,3,2,0,3,0,3,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
