"fecha_ingreso","Analizados","Resultados_lab","Confirmados_lab","Descartados_lab","Sospechosos","Casos","C_M","C_H","Decesos","D_M","D_H","Ambulatorios","Hospitalizados","Graves","Criticos","UCI","C_IMSS","D_IMSS","C_SSA","D_SSA","C_Estatal","D_Estatal","C_Municipal","D_Municipal","C_ISSSTE","D_ISSSTE","C_Privada","D_Privada","C_SEDENA","D_SEDENA","C_SEMAR","D_SEMAR","C_PEMEX","D_PEMEX","C_0_14","D_0_14","C_15_29","D_15_29","C_30_59","D_30_59","C_60_mas","D_60_mas","Hospitalizados_observados"
2022-04-23,21,20,1,19,1,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2022-04-24,22,22,2,20,0,2,0,2,0,0,0,0,2,5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7
2022-04-25,102,101,10,91,0,11,7,4,0,0,0,11,0,2,1,0,5,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,6,0,2,0,2
2022-04-26,102,96,8,88,1,12,7,5,1,0,1,11,1,2,1,0,5,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,2,1,2
2022-04-27,97,96,8,88,0,9,8,1,0,0,0,8,1,3,1,0,3,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,2,0,4
2022-04-28,61,59,4,55,1,5,3,2,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
2022-04-29,53,51,5,46,1,5,4,1,1,1,0,3,2,7,2,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,5
2022-04-30,18,14,0,14,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-05-01,19,17,3,14,2,3,1,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
2022-05-02,100,95,6,89,4,7,5,2,0,0,0,6,1,8,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6
2022-05-03,88,86,13,73,2,13,7,6,0,0,0,13,0,6,0,0,5,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,4,0,6,0,2,0,4
2022-05-04,86,83,2,81,3,2,1,1,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2022-05-05,52,50,2,48,1,3,1,2,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1
2022-05-06,52,51,6,45,0,7,5,2,0,0,0,7,0,3,1,0,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,3
2022-05-07,33,33,2,31,0,2,1,1,1,0,1,1,1,7,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7
2022-05-08,29,29,1,28,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2022-05-09,52,50,4,46,2,4,4,0,0,0,0,4,0,4,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4
2022-05-10,40,39,6,33,1,6,2,4,0,0,0,4,2,9,2,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,10
2022-05-11,93,89,5,84,3,5,4,1,0,0,0,5,0,2,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,4
2022-05-12,77,76,10,66,0,10,8,2,0,0,0,10,0,2,1,0,2,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0,5,0,0,0,2
2022-05-13,59,59,8,51,0,8,6,2,0,0,0,8,0,3,0,0,4,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,5,0,1,0,3
2022-05-14,24,20,4,16,4,4,3,1,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2
2022-05-15,32,29,0,29,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2022-05-16,84,83,13,70,0,14,9,5,0,0,0,13,1,2,1,0,4,0,1,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,2
2022-05-17,83,81,9,72,2,9,5,4,0,0,0,8,1,1,1,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0,1,0,1
2022-05-18,90,90,9,81,0,9,7,2,0,0,0,9,0,3,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,4,0,3
2022-05-19,89,89,8,81,0,8,5,3,0,0,0,8,0,1,0,0,2,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2
2022-05-20,58,56,5,51,2,5,2,3,0,0,0,5,0,2,3,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3
2022-05-21,21,19,3,16,2,3,2,1,0,0,0,2,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
2022-05-22,41,41,8,33,0,8,6,2,0,0,0,8,0,4,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,4
2022-05-23,110,102,17,85,3,19,13,6,0,0,0,19,0,1,0,0,8,0,5,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,0,14,0,2,0,2
2022-05-24,102,100,11,89,1,12,10,2,0,0,0,11,1,3,2,0,5,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,1,0,6
2022-05-25,103,94,18,76,4,23,17,6,0,0,0,23,0,4,1,0,14,0,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,4,0,15,0,1,0,4
2022-05-26,84,84,13,71,0,13,7,6,0,0,0,13,0,2,0,0,9,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,3,0,2
2022-05-27,66,64,13,51,2,13,8,5,0,0,0,13,0,2,0,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,2,0,1
2022-05-28,18,17,4,13,1,4,3,1,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1
2022-05-29,42,42,7,35,0,7,4,3,0,0,0,7,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,2,0,1
2022-05-30,142,139,29,110,3,29,21,8,0,0,0,29,0,3,0,0,17,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,17,0,3,0,2
2022-05-31,157,155,41,114,1,42,23,19,0,0,0,42,0,3,1,0,19,0,4,0,11,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,6,0,22,0,6,0,7
2022-06-01,116,111,35,76,0,35,19,16,0,0,0,34,1,3,1,0,15,0,2,0,16,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,7,0,25,0,1,0,3
2022-06-02,136,130,43,87,1,43,31,12,0,0,0,43,0,0,0,0,15,0,2,0,19,0,0,0,5,0,2,0,0,0,0,0,0,0,1,0,10,0,29,0,3,0,4
2022-06-03,115,111,43,68,1,43,24,19,1,0,1,42,1,3,2,0,21,1,5,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,12,0,24,0,4,1,4
2022-06-04,52,51,23,28,1,23,11,12,0,0,0,23,0,1,0,0,16,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,14,0,3,0,1
2022-06-05,61,60,21,39,1,21,12,9,0,0,0,21,0,1,0,0,15,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,16,0,1,0,2
2022-06-06,241,235,108,127,2,112,77,35,0,0,0,112,0,0,0,0,31,0,22,0,42,0,0,0,13,0,3,0,0,0,1,0,0,0,13,0,19,0,74,0,6,0,2
2022-06-07,200,196,80,116,3,81,48,33,0,0,0,81,0,7,1,0,30,0,25,0,17,0,0,0,8,0,1,0,0,0,0,0,0,0,7,0,19,0,49,0,6,0,9
2022-06-08,220,214,82,132,2,86,57,29,0,0,0,84,2,4,3,0,43,0,15,0,18,0,0,0,7,0,3,0,0,0,0,0,0,0,4,0,20,0,54,0,8,0,5
2022-06-09,210,204,95,109,2,99,71,28,0,0,0,99,0,2,0,0,33,0,18,0,34,0,0,0,13,0,1,0,0,0,0,0,0,0,7,0,22,0,65,0,5,0,3
2022-06-10,208,200,92,108,2,98,67,31,0,0,0,98,0,8,4,0,43,0,22,0,18,0,0,0,14,0,1,0,0,0,0,0,0,0,5,0,19,0,63,0,11,0,6
2022-06-11,50,48,23,25,1,24,17,7,0,0,0,24,0,1,0,0,21,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,9,0,8,0,2,0,2
2022-06-12,90,89,44,45,1,44,28,16,0,0,0,44,0,0,0,0,31,0,3,0,6,0,0,0,1,0,3,0,0,0,0,0,0,0,5,0,9,0,24,0,6,0,0
2022-06-13,348,340,192,148,3,197,115,82,0,0,0,196,1,4,1,0,90,0,48,0,54,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,47,0,123,0,16,0,3
2022-06-14,359,345,170,175,5,179,114,65,0,0,0,178,1,4,1,0,71,0,44,0,35,0,0,0,26,0,3,0,0,0,0,0,0,0,13,0,43,0,103,0,20,0,6
2022-06-15,360,349,198,151,4,205,118,87,1,0,1,200,5,12,5,0,82,0,64,0,36,0,0,0,20,0,3,0,0,0,0,0,0,0,17,0,60,0,105,1,23,0,11
2022-06-16,313,307,173,134,1,177,117,60,0,0,0,175,2,6,2,0,84,0,46,0,30,0,0,0,17,0,0,0,0,0,0,0,0,0,11,0,55,0,83,0,28,0,3
2022-06-17,327,321,175,146,2,179,110,69,0,0,0,177,2,6,2,0,68,0,46,0,44,0,0,0,20,0,1,0,0,0,0,0,0,0,18,0,43,0,100,0,18,0,6
2022-06-18,107,105,59,46,0,61,40,21,0,0,0,61,0,0,0,0,36,0,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,16,0,30,0,9,0,1
2022-06-19,109,107,66,41,1,67,43,24,0,0,0,66,1,7,1,0,36,0,15,0,7,0,0,0,8,0,1,0,0,0,0,0,0,0,5,0,20,0,32,0,10,0,7
2022-06-20,605,586,382,204,8,393,268,125,0,0,0,392,1,3,1,0,178,0,83,0,94,0,0,0,37,0,1,0,0,0,0,0,0,0,22,0,87,0,254,0,30,0,1
2022-06-21,594,567,337,230,12,352,223,129,0,0,0,352,0,5,0,0,201,0,64,0,55,0,0,0,30,0,2,0,0,0,0,0,0,0,25,0,91,0,209,0,27,0,4
2022-06-22,699,677,409,268,12,419,251,168,1,1,0,416,3,10,5,0,202,1,112,0,75,0,0,0,27,0,3,0,0,0,0,0,0,0,36,0,122,0,226,0,35,1,9
2022-06-23,677,653,423,230,10,437,269,168,0,0,0,435,2,7,2,0,202,0,127,0,80,0,0,0,26,0,2,0,0,0,0,0,0,0,36,0,103,0,247,0,51,0,5
2022-06-24,549,530,352,178,7,364,243,121,0,0,0,360,4,11,4,0,169,0,94,0,72,0,0,0,29,0,0,0,0,0,0,0,0,0,25,0,84,0,221,0,34,0,10
2022-06-25,227,219,163,56,8,163,95,68,1,0,1,158,5,10,7,0,97,1,44,0,2,0,0,0,19,0,1,0,0,0,0,0,0,0,14,0,42,0,87,0,20,1,8
2022-06-26,254,253,175,78,0,176,104,72,2,0,2,170,6,10,6,0,130,2,24,0,12,0,0,0,10,0,0,0,0,0,0,0,0,0,13,0,42,1,101,0,20,1,11
2022-06-27,950,915,632,283,15,651,411,240,1,1,0,647,4,16,6,0,330,1,164,0,120,0,0,0,35,0,2,0,0,0,0,0,0,0,36,0,161,1,389,0,65,0,8
2022-06-28,884,848,595,253,15,614,389,225,1,1,0,608,6,15,7,0,321,0,154,0,109,0,0,0,25,0,4,0,1,0,0,0,0,0,31,0,173,0,357,0,53,1,11
2022-06-29,899,875,576,299,10,590,365,225,3,2,1,584,6,14,7,0,327,3,103,0,110,0,0,0,46,0,4,0,0,0,0,0,0,0,48,0,156,0,350,0,36,3,12
2022-06-30,946,919,634,285,17,644,379,265,0,0,0,635,9,18,9,0,320,0,186,0,103,0,0,0,31,0,4,0,0,0,0,0,0,0,50,0,168,0,365,0,61,0,16
2022-07-01,923,900,597,303,7,612,372,240,4,2,2,606,6,17,6,0,344,2,152,0,83,0,0,0,31,0,1,0,0,0,0,0,1,0,39,0,178,1,341,0,54,3,10
2022-07-02,241,241,179,62,0,179,120,59,1,1,0,170,9,18,11,0,127,1,28,0,13,0,0,0,8,0,3,0,0,0,0,0,0,0,13,0,49,0,93,0,24,1,11
2022-07-03,300,299,230,69,1,230,135,95,1,0,1,224,6,14,6,0,169,1,30,0,10,0,0,0,18,0,3,0,0,0,0,0,0,0,18,0,53,0,132,0,27,1,10
2022-07-04,1201,1150,896,254,18,929,579,350,0,0,0,924,5,17,5,0,444,0,282,0,136,0,0,0,62,0,4,0,0,0,1,0,0,0,51,0,228,0,587,0,63,0,14
2022-07-05,1062,1030,801,229,13,820,517,303,1,0,1,813,7,16,9,3,495,0,152,0,134,0,0,0,36,0,3,0,0,0,0,0,0,0,36,0,210,0,519,0,55,1,9
2022-07-06,1032,996,750,246,12,774,472,302,0,0,0,765,9,24,9,0,480,0,189,0,82,0,0,0,21,0,2,0,0,0,0,0,0,0,40,0,237,0,443,0,54,0,11
2022-07-07,1122,1088,822,266,13,843,533,310,3,1,2,832,11,31,15,2,456,3,221,0,136,0,0,0,28,0,2,0,0,0,0,0,0,0,56,0,220,0,510,0,57,3,14
2022-07-08,1004,969,707,262,11,731,477,254,1,1,0,715,16,28,19,1,419,1,179,0,104,0,0,0,28,0,0,0,1,0,0,0,0,0,29,0,186,0,448,0,68,1,24
2022-07-09,335,331,258,73,4,258,151,107,0,0,0,254,4,8,4,1,203,0,29,0,17,0,0,0,7,0,2,0,0,0,0,0,0,0,15,0,70,0,155,0,18,0,6
2022-07-10,316,316,255,61,0,255,170,85,0,0,0,250,5,11,5,0,221,0,20,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,71,0,143,0,29,0,9
2022-07-11,1488,1415,1148,267,18,1203,796,407,2,1,1,1189,14,33,19,2,627,0,293,0,196,0,0,0,84,0,3,0,0,0,0,0,0,0,53,1,298,0,741,0,111,1,26
2022-07-12,1213,1167,915,252,17,944,578,366,2,1,1,928,16,33,17,1,549,2,225,0,142,0,0,0,23,0,5,0,0,0,0,0,0,0,56,0,243,0,567,0,78,2,18
2022-07-13,1152,1114,837,277,13,862,512,350,1,0,1,851,11,29,12,0,499,1,204,0,139,0,0,0,17,0,3,0,0,0,0,0,0,0,50,0,264,0,467,0,81,1,20
2022-07-14,1144,1099,819,280,14,850,531,319,4,1,3,839,11,24,13,0,494,2,217,0,122,1,0,0,12,0,5,0,0,0,0,0,0,0,40,0,237,0,482,1,91,3,17
2022-07-15,999,962,717,245,11,743,468,275,2,1,1,731,12,21,12,0,453,2,177,0,101,0,0,0,12,0,0,0,0,0,0,0,0,0,43,0,181,0,421,0,98,2,19
2022-07-16,269,266,198,68,2,199,118,81,2,1,1,193,6,12,7,0,160,0,19,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,16,0,51,1,109,0,23,1,10
2022-07-17,325,324,263,61,1,263,178,85,3,1,2,251,12,20,13,2,235,3,11,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,58,0,151,1,40,2,13
2022-07-18,1106,1073,817,256,15,835,510,325,2,0,2,824,11,26,12,0,492,0,190,0,126,0,0,0,20,0,6,0,0,0,1,0,0,0,31,0,229,0,483,1,92,1,18
2022-07-19,930,887,692,195,13,722,428,294,3,1,2,715,7,28,7,0,403,2,204,0,94,0,0,0,17,0,3,0,1,0,0,0,0,0,29,0,197,0,418,1,78,2,13
2022-07-20,867,830,647,183,16,668,381,287,6,2,4,649,19,38,19,2,332,5,213,0,95,0,0,0,22,0,6,0,0,0,0,0,0,0,40,0,167,0,380,2,81,4,26
2022-07-21,766,728,553,175,11,580,344,236,5,1,4,567,13,26,15,0,329,3,152,0,76,2,0,0,21,0,2,0,0,0,0,0,0,0,36,0,153,0,331,0,60,5,21
2022-07-22,611,580,419,161,12,437,258,179,4,0,4,429,8,22,9,1,184,2,174,0,60,0,0,0,16,0,3,0,0,0,0,0,0,0,25,0,96,0,256,1,60,3,11
2022-07-23,111,111,92,19,0,92,53,39,5,1,4,81,11,20,12,0,62,5,22,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,5,0,20,0,44,0,23,5,12
2022-07-24,162,160,128,32,2,128,83,45,1,1,0,124,4,11,4,0,107,1,12,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,41,0,61,0,19,1,8
2022-07-25,648,625,442,183,6,458,304,154,5,3,2,447,11,24,11,1,236,4,145,0,69,1,0,0,8,0,0,0,0,0,0,0,0,0,13,0,101,0,284,0,60,5,14
2022-07-26,559,545,405,140,5,413,246,167,4,1,3,398,15,25,17,1,240,3,98,0,54,0,0,0,17,0,4,0,0,0,0,0,0,0,17,0,100,0,238,2,58,2,20
2022-07-27,503,490,351,139,6,358,208,150,0,0,0,352,6,13,7,0,161,0,136,0,52,0,0,0,8,0,1,0,0,0,0,0,0,0,9,0,91,0,208,0,50,0,11
2022-07-28,437,418,279,139,9,285,190,95,2,1,1,275,10,22,11,0,137,2,104,0,32,0,0,0,11,0,1,0,0,0,0,0,0,0,8,0,73,0,155,0,49,2,15
2022-07-29,361,352,213,139,3,219,134,85,3,1,2,209,10,21,13,0,85,3,81,0,39,0,0,0,12,0,1,0,0,0,1,0,0,0,7,0,45,0,126,1,41,2,13
2022-07-30,95,94,60,34,0,61,31,30,1,0,1,55,6,8,6,1,26,1,22,0,4,0,0,0,8,0,1,0,0,0,0,0,0,0,2,0,16,0,29,0,14,1,8
2022-07-31,103,102,76,26,1,76,46,30,1,1,0,67,9,15,9,0,61,1,7,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,4,0,14,0,48,0,10,1,14
2022-08-01,570,542,378,164,10,395,251,144,0,0,0,391,4,9,4,0,188,0,96,0,95,0,0,0,15,0,1,0,0,0,0,0,0,0,22,0,91,0,239,0,43,0,10
2022-08-02,426,409,271,138,5,283,180,103,0,0,0,278,5,10,7,1,142,0,87,0,43,0,0,0,9,0,2,0,0,0,0,0,0,0,13,0,78,0,165,0,27,0,9
2022-08-03,379,365,245,120,5,254,149,105,1,1,0,251,3,8,3,0,133,1,62,0,44,0,0,0,12,0,3,0,0,0,0,0,0,0,10,0,70,0,127,0,47,1,8
2022-08-04,383,369,250,119,8,256,158,98,1,0,1,249,7,11,7,0,154,0,62,0,30,0,0,0,8,0,2,0,0,0,0,0,0,0,13,0,67,0,141,0,35,1,9
2022-08-05,308,296,177,119,6,183,106,77,1,0,1,174,9,14,9,0,85,1,61,0,32,0,0,0,4,0,1,0,0,0,0,0,0,0,13,0,54,0,91,0,25,1,12
2022-08-06,50,49,31,18,1,31,17,14,0,0,0,29,2,4,2,0,21,0,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,0,13,0,9,0,3
2022-08-07,78,78,58,20,0,58,36,22,2,1,1,53,5,8,5,0,48,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,1,28,0,6,1,7
2022-08-08,439,425,283,142,5,292,177,115,0,0,0,284,8,13,8,1,165,0,71,0,45,0,0,0,9,0,2,0,0,0,0,0,0,0,12,0,68,0,174,0,38,0,10
2022-08-09,333,325,204,121,4,208,127,81,0,0,0,204,4,11,4,0,114,0,46,0,32,0,0,0,15,0,1,0,0,0,0,0,0,0,8,0,52,0,125,0,23,0,7
2022-08-10,369,349,235,114,11,244,153,91,0,0,0,242,2,7,2,0,128,0,63,0,41,0,0,0,11,0,1,0,0,0,0,0,0,0,10,0,63,0,142,0,29,0,4
2022-08-11,272,259,166,93,6,173,113,60,0,0,0,172,1,5,2,1,105,0,34,0,27,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,52,0,98,0,19,0,7
2022-08-12,219,212,139,73,3,143,80,63,0,0,0,137,6,12,8,0,67,0,45,0,24,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,31,0,84,0,22,0,12
2022-08-13,52,51,31,20,1,31,16,15,0,0,0,27,4,9,5,1,23,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,19,0,5,0,8
2022-08-14,70,61,36,25,9,36,19,17,0,0,0,36,0,4,0,0,25,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,19,0,3,0,5
2022-08-15,320,294,187,107,11,202,118,84,0,0,0,198,4,8,4,0,104,0,44,0,44,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,45,0,129,0,17,0,5
2022-08-16,264,250,149,101,9,154,101,53,0,0,0,153,1,7,1,0,86,0,34,0,29,0,0,0,4,0,1,0,0,0,0,0,0,0,6,0,40,0,98,0,10,0,9
2022-08-17,249,220,138,82,16,151,106,45,0,0,0,150,1,5,1,0,81,0,38,0,28,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,32,0,94,0,14,0,5
2022-08-18,153,140,91,49,11,93,58,35,0,0,0,88,5,8,6,1,53,0,17,0,18,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,27,0,48,0,10,0,11
2022-08-19,103,93,39,54,7,42,31,11,0,0,0,41,1,3,1,0,26,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,27,0,3,0,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
