"","Fecha","Casos","Casos.media.7d","Casos.relativo","Decesos","Decesos.media.7d","Decesos.relativo","Hospitalizados","Hospitalizados.media.7d","Hospitalizados.relativo"
"1",2020-03-04,0,0,0,NA,NA,NA,0,0,0
"2",2020-03-05,0,0,0,NA,NA,NA,0,0,0
"3",2020-03-06,0,0,0,NA,NA,NA,0,0,0
"4",2020-03-07,0,0,0,NA,NA,NA,0,0,0
"5",2020-03-08,0,0,0,NA,NA,NA,0,0,0
"6",2020-03-09,0,0,0,NA,NA,NA,0,0,0
"7",2020-03-10,0,0,0,NA,NA,NA,0,0,0
"8",2020-03-11,1,0.1,0,0,0,0,0,0,0
"9",2020-03-12,1,0.3,0.001,0,0,0,0,0,0
"10",2020-03-13,0,0.3,0.001,NA,NA,NA,0,0,0
"11",2020-03-14,0,0.3,0.001,NA,NA,NA,0,0,0
"12",2020-03-15,1,0.4,0.002,NA,NA,NA,0,0,0
"13",2020-03-16,1,0.6,0.003,NA,NA,NA,0,0,0
"14",2020-03-17,4,1.1,0.005,NA,NA,NA,0,0,0
"15",2020-03-18,0,1,0.005,0,0,0,0,0,0
"16",2020-03-19,2,1.1,0.005,NA,NA,NA,0,0,0
"17",2020-03-20,0,1.1,0.005,NA,NA,NA,0,0,0
"18",2020-03-21,0,1.1,0.005,0,0,0,0,0,0
"19",2020-03-22,3,1.4,0.007,NA,NA,NA,0,0,0
"20",2020-03-23,1,1.4,0.007,NA,NA,NA,0,0,0
"21",2020-03-24,2,1.1,0.005,NA,NA,NA,0,0,0
"22",2020-03-25,0,1.1,0.005,0,0,0,0,0,0
"23",2020-03-26,0,0.9,0.004,NA,NA,NA,0,0,0
"24",2020-03-27,1,1,0.005,NA,NA,NA,0,0,0
"25",2020-03-28,3,1.4,0.007,NA,NA,NA,0,0,0
"26",2020-03-29,0,1,0.005,NA,NA,NA,0,0,0
"27",2020-03-30,0,0.9,0.004,0,0,0,0,0,0
"28",2020-03-31,0,0.6,0.003,NA,NA,NA,0,0,0
"29",2020-04-01,6,1.4,0.007,0,0,0,0,0,0
"30",2020-04-02,0,1.4,0.007,NA,NA,NA,0,0,0
"31",2020-04-03,0,1.3,0.006,NA,NA,NA,0,0,0
"32",2020-04-04,4,1.4,0.007,NA,NA,NA,0,0,0
"33",2020-04-05,0,1.4,0.007,NA,NA,NA,1,0.1,0.002
"34",2020-04-06,1,1.6,0.008,NA,NA,NA,1,0.3,0.007
"35",2020-04-07,1,1.7,0.008,NA,NA,NA,2,0.6,0.014
"36",2020-04-08,1,1,0.005,0,0,0,1,0.7,0.016
"37",2020-04-09,2,1.3,0.006,1,0.1,0.005,2,1,0.023
"38",2020-04-10,0,1.3,0.006,0,0.1,0.005,0,1,0.023
"39",2020-04-11,2,1,0.005,0,0.1,0.005,2,1.3,0.029
"40",2020-04-12,1,1.1,0.005,NA,NA,NA,0,1.1,0.025
"41",2020-04-13,0,1,0.005,NA,NA,NA,0,1,0.023
"42",2020-04-14,2,1.1,0.005,0,0.1,0.005,0,0.7,0.016
"43",2020-04-15,0,1,0.005,NA,NA,NA,1,0.7,0.016
"44",2020-04-16,3,1.1,0.005,NA,NA,NA,0,0.4,0.009
"45",2020-04-17,4,1.7,0.008,1,0.3,0.014,1,0.6,0.014
"46",2020-04-18,5,2.1,0.01,NA,NA,NA,0,0.3,0.007
"47",2020-04-19,8,3.1,0.015,0,0.3,0.014,1,0.4,0.009
"48",2020-04-20,7,4.1,0.019,NA,NA,NA,0,0.4,0.009
"49",2020-04-21,7,4.9,0.023,NA,NA,NA,3,0.9,0.02
"50",2020-04-22,7,5.9,0.028,0,0.3,0.014,3,1.1,0.025
"51",2020-04-23,8,6.6,0.031,0,0.1,0.005,0,1.1,0.025
"52",2020-04-24,8,7.1,0.034,0,0.1,0.005,1,1.1,0.025
"53",2020-04-25,6,7.3,0.035,1,0.3,0.014,2,1.4,0.032
"54",2020-04-26,6,7,0.033,NA,NA,NA,2,1.6,0.036
"55",2020-04-27,22,9.1,0.043,1,0.4,0.019,1,1.7,0.038
"56",2020-04-28,15,10.3,0.049,1,0.4,0.019,1,1.4,0.032
"57",2020-04-29,11,10.9,0.052,NA,NA,NA,0,1,0.023
"58",2020-04-30,29,13.9,0.066,NA,NA,NA,0,1,0.023
"59",2020-05-01,12,14.4,0.068,NA,NA,NA,1,1,0.023
"60",2020-05-02,19,16.3,0.077,0,0.4,0.019,2,1,0.023
"61",2020-05-03,18,18,0.085,NA,NA,NA,0,0.7,0.016
"62",2020-05-04,28,18.9,0.09,1,0.6,0.029,4,1.1,0.025
"63",2020-05-05,18,19.3,0.092,NA,NA,NA,1,1.1,0.025
"64",2020-05-06,27,21.6,0.102,NA,NA,NA,2,1.4,0.032
"65",2020-05-07,28,21.4,0.101,1,0.7,0.033,0,1.4,0.032
"66",2020-05-08,27,23.6,0.112,0,0.7,0.033,1,1.4,0.032
"67",2020-05-09,26,24.6,0.117,NA,NA,NA,1,1.3,0.029
"68",2020-05-10,40,27.7,0.131,0,0.6,0.029,0,1.3,0.029
"69",2020-05-11,24,27.1,0.128,1,0.6,0.029,5,1.4,0.032
"70",2020-05-12,25,28.1,0.133,0,0.4,0.019,3,1.7,0.038
"71",2020-05-13,28,28.3,0.134,1,0.6,0.029,6,2.3,0.052
"72",2020-05-14,29,28.4,0.135,1,0.6,0.029,4,2.9,0.066
"73",2020-05-15,70,34.6,0.164,NA,NA,NA,5,3.4,0.077
"74",2020-05-16,86,43.1,0.204,1,0.6,0.029,1,3.4,0.077
"75",2020-05-17,87,49.9,0.237,0,0.6,0.029,6,4.3,0.097
"76",2020-05-18,60,55,0.261,0,0.6,0.029,9,4.9,0.111
"77",2020-05-19,55,59.3,0.281,1,0.6,0.029,3,4.9,0.111
"78",2020-05-20,72,65.6,0.311,1,0.7,0.033,7,5,0.113
"79",2020-05-21,55,69.3,0.329,NA,NA,NA,11,6,0.136
"80",2020-05-22,95,72.9,0.346,1,0.7,0.033,13,7.1,0.161
"81",2020-05-23,79,71.9,0.341,4,1.1,0.053,16,9.3,0.21
"82",2020-05-24,63,68.4,0.324,5,1.7,0.081,12,10.1,0.229
"83",2020-05-25,139,79.7,0.378,5,2.4,0.115,19,11.6,0.262
"84",2020-05-26,64,81,0.384,6,3.3,0.158,8,12.3,0.278
"85",2020-05-27,73,81.1,0.385,2,3.4,0.163,13,13.1,0.296
"86",2020-05-28,65,82.6,0.392,3,3.7,0.177,14,13.6,0.308
"87",2020-05-29,74,79.6,0.377,4,4.1,0.196,12,13.4,0.303
"88",2020-05-30,89,81,0.384,3,4,0.191,15,13.3,0.301
"89",2020-05-31,58,80.3,0.381,3,3.7,0.177,18,14.1,0.319
"90",2020-06-01,119,77.4,0.367,8,4.1,0.196,24,14.9,0.337
"91",2020-06-02,67,77.9,0.369,5,4,0.191,23,17,0.385
"92",2020-06-03,77,78.4,0.372,6,4.6,0.22,18,17.7,0.4
"93",2020-06-04,79,80.4,0.381,7,5.1,0.244,23,19,0.43
"94",2020-06-05,88,82.4,0.391,11,6.1,0.292,19,20,0.452
"95",2020-06-06,105,84.7,0.402,3,6.1,0.292,31,22.3,0.505
"96",2020-06-07,102,91,0.431,6,6.6,0.316,15,21.9,0.495
"97",2020-06-08,107,89.3,0.423,3,5.9,0.282,26,22.1,0.5
"98",2020-06-09,104,94.6,0.449,10,6.6,0.316,27,22.7,0.514
"99",2020-06-10,110,99.3,0.471,8,6.9,0.33,29,24.3,0.55
"100",2020-06-11,88,100.6,0.477,12,7.6,0.364,22,24.1,0.545
"101",2020-06-12,96,101.7,0.482,12,7.7,0.368,34,26.3,0.595
"102",2020-06-13,116,103.3,0.49,11,8.9,0.426,31,26.3,0.595
"103",2020-06-14,106,103.9,0.493,11,9.6,0.459,38,29.6,0.67
"104",2020-06-15,141,108.7,0.515,17,11.6,0.555,36,31,0.701
"105",2020-06-16,116,110.4,0.523,14,12.1,0.579,44,33.4,0.756
"106",2020-06-17,97,108.6,0.515,11,12.6,0.603,37,34.6,0.783
"107",2020-06-18,117,112.7,0.534,17,13.3,0.636,35,36.4,0.824
"108",2020-06-19,131,117.7,0.558,11,13.1,0.627,42,37.6,0.851
"109",2020-06-20,185,127.6,0.605,23,14.9,0.713,31,37.6,0.851
"110",2020-06-21,132,131.3,0.623,10,14.7,0.703,27,36,0.814
"111",2020-06-22,170,135.4,0.642,15,14.4,0.689,40,36.6,0.828
"112",2020-06-23,138,138.6,0.657,25,16,0.766,54,38,0.86
"113",2020-06-24,152,146.4,0.694,22,17.6,0.842,32,37.3,0.844
"114",2020-06-25,222,161.4,0.765,20,18,0.861,38,37.7,0.853
"115",2020-06-26,215,173.4,0.822,17,18.9,0.904,40,37.4,0.846
"116",2020-06-27,167,170.9,0.81,18,18.1,0.866,35,38,0.86
"117",2020-06-28,210,182,0.863,24,20.1,0.962,40,39.9,0.903
"118",2020-06-29,211,187.9,0.891,12,19.7,0.943,45,40.6,0.919
"119",2020-06-30,269,206.6,0.98,13,18,0.861,62,41.7,0.943
"120",2020-07-01,349,234.7,1.113,22,18,0.861,53,44.7,1.011
"121",2020-07-02,215,233.7,1.108,16,17.4,0.833,44,45.6,1.032
"122",2020-07-03,241,237.4,1.126,18,17.6,0.842,31,44.3,1.002
"123",2020-07-04,155,235.7,1.118,15,17.1,0.818,22,42.4,0.959
"124",2020-07-05,196,233.7,1.108,16,16,0.766,27,40.6,0.919
"125",2020-07-06,168,227.6,1.079,20,17.1,0.818,49,41.1,0.93
"126",2020-07-07,171,213.6,1.013,23,18.6,0.89,59,40.7,0.921
"127",2020-07-08,163,187,0.887,27,19.3,0.923,48,40,0.905
"128",2020-07-09,162,179.4,0.851,22,20.1,0.962,47,40.4,0.914
"129",2020-07-10,223,176.9,0.839,25,21.1,1.01,45,42.4,0.959
"130",2020-07-11,165,178.3,0.845,21,22,1.053,47,46,1.041
"131",2020-07-12,144,170.9,0.81,22,22.9,1.096,32,46.7,1.057
"132",2020-07-13,157,169.3,0.803,23,23.3,1.115,39,45.3,1.025
"133",2020-07-14,108,160.3,0.76,18,22.6,1.081,28,40.9,0.925
"134",2020-07-15,147,158,0.749,20,21.6,1.033,43,40.1,0.907
"135",2020-07-16,181,160.7,0.762,23,21.7,1.038,27,37.3,0.844
"136",2020-07-17,148,150,0.711,9,19.4,0.928,36,36,0.814
"137",2020-07-18,175,151.4,0.718,14,18.4,0.88,20,32.1,0.726
"138",2020-07-19,205,160.1,0.759,14,17.3,0.828,21,30.6,0.692
"139",2020-07-20,207,167.3,0.793,21,17,0.813,30,29.3,0.663
"140",2020-07-21,154,173.9,0.825,23,17.7,0.847,23,28.6,0.647
"141",2020-07-22,120,170,0.806,13,16.7,0.799,21,25.4,0.575
"142",2020-07-23,121,161.4,0.765,24,16.9,0.809,25,25.1,0.568
"143",2020-07-24,175,165.3,0.784,13,17.4,0.833,20,22.9,0.518
"144",2020-07-25,163,163.6,0.776,9,16.7,0.799,16,22.3,0.505
"145",2020-07-26,165,157.9,0.749,13,16.6,0.794,15,21.4,0.484
"146",2020-07-27,201,157,0.744,15,15.7,0.751,22,20.3,0.459
"147",2020-07-28,118,151.9,0.72,15,14.6,0.699,20,19.9,0.45
"148",2020-07-29,96,148.4,0.704,10,14.1,0.675,15,19,0.43
"149",2020-07-30,94,144.6,0.686,11,12.3,0.589,8,16.6,0.376
"150",2020-07-31,149,140.9,0.668,8,11.6,0.555,9,15,0.339
"151",2020-08-01,204,146.7,0.696,8,11.4,0.545,17,15.1,0.342
"152",2020-08-02,125,141,0.669,6,10.4,0.498,9,14.3,0.324
"153",2020-08-03,145,133,0.631,7,9.3,0.445,17,13.6,0.308
"154",2020-08-04,68,125.9,0.597,9,8.4,0.402,13,12.6,0.285
"155",2020-08-05,101,126.6,0.6,8,8.1,0.388,21,13.4,0.303
"156",2020-08-06,137,132.7,0.629,7,7.6,0.364,9,13.6,0.308
"157",2020-08-07,123,129,0.612,4,7,0.335,16,14.6,0.33
"158",2020-08-08,146,120.7,0.572,9,7.1,0.34,4,12.7,0.287
"159",2020-08-09,158,125.4,0.595,4,6.9,0.33,8,12.6,0.285
"160",2020-08-10,213,135.1,0.641,2,6.1,0.292,17,12.6,0.285
"161",2020-08-11,125,143.3,0.679,13,6.7,0.321,13,12.6,0.285
"162",2020-08-12,122,146.3,0.694,7,6.6,0.316,17,12,0.271
"163",2020-08-13,74,137.3,0.651,7,6.6,0.316,9,12,0.271
"164",2020-08-14,82,131.4,0.623,8,7.1,0.34,9,11,0.249
"165",2020-08-15,86,122.9,0.583,5,6.6,0.316,10,11.9,0.269
"166",2020-08-16,74,110.9,0.526,7,7,0.335,3,11.1,0.251
"167",2020-08-17,64,89.6,0.425,7,7.7,0.368,7,9.7,0.219
"168",2020-08-18,75,82.4,0.391,3,6.3,0.301,15,10,0.226
"169",2020-08-19,87,77.4,0.367,8,6.4,0.306,12,9.3,0.21
"170",2020-08-20,94,80.3,0.381,4,6,0.287,4,8.6,0.195
"171",2020-08-21,96,82.3,0.39,4,5.4,0.258,7,8.3,0.188
"172",2020-08-22,80,81.4,0.386,3,5.1,0.244,6,7.7,0.174
"173",2020-08-23,95,84.4,0.4,2,4.4,0.211,6,8.1,0.183
"174",2020-08-24,83,87.1,0.413,4,4,0.191,8,8.3,0.188
"175",2020-08-25,68,86.1,0.408,4,4.1,0.196,6,7,0.158
"176",2020-08-26,82,85.4,0.405,3,3.4,0.163,7,6.3,0.143
"177",2020-08-27,97,85.9,0.407,2,3.1,0.148,8,6.9,0.156
"178",2020-08-28,83,84,0.398,6,3.4,0.163,1,6,0.136
"179",2020-08-29,91,85.6,0.406,1,3.1,0.148,11,6.7,0.152
"180",2020-08-30,45,78.4,0.372,3,3.3,0.158,5,6.6,0.149
"181",2020-08-31,39,72.1,0.342,4,3.3,0.158,7,6.4,0.145
"182",2020-09-01,104,77.3,0.367,2,3,0.144,3,6,0.136
"183",2020-09-02,69,75.4,0.358,3,3,0.144,4,5.6,0.127
"184",2020-09-03,60,70.1,0.332,4,3.3,0.158,3,4.9,0.111
"185",2020-09-04,52,65.7,0.312,5,3.1,0.148,6,5.6,0.127
"186",2020-09-05,89,65.4,0.31,1,3.1,0.148,2,4.3,0.097
"187",2020-09-06,72,69.3,0.329,2,3,0.144,2,3.9,0.088
"188",2020-09-07,89,76.4,0.362,3,2.9,0.139,7,3.9,0.088
"189",2020-09-08,73,72,0.341,1,2.7,0.129,5,4.1,0.093
"190",2020-09-09,63,71.1,0.337,2,2.6,0.124,6,4.4,0.1
"191",2020-09-10,58,70.9,0.336,1,2.1,0.1,3,4.4,0.1
"192",2020-09-11,121,80.7,0.383,2,1.7,0.081,0,3.6,0.081
"193",2020-09-12,42,74,0.351,1,1.7,0.081,2,3.6,0.081
"194",2020-09-13,46,70.3,0.333,4,2,0.096,5,4,0.09
"195",2020-09-14,88,70.1,0.332,1,1.7,0.081,6,3.9,0.088
"196",2020-09-15,85,71.9,0.341,0,1.6,0.077,7,4.1,0.093
"197",2020-09-16,52,70.3,0.333,2,1.6,0.077,7,4.3,0.097
"198",2020-09-17,51,69.3,0.329,1,1.6,0.077,6,4.7,0.106
"199",2020-09-18,75,62.7,0.297,3,1.7,0.081,7,5.7,0.129
"200",2020-09-19,110,72.4,0.343,4,2.1,0.1,5,6.1,0.138
"201",2020-09-20,78,77,0.365,4,2.1,0.1,3,5.9,0.133
"202",2020-09-21,77,75.4,0.358,0,2,0.096,3,5.4,0.122
"203",2020-09-22,27,67.1,0.318,2,2.3,0.11,6,5.3,0.12
"204",2020-09-23,89,72.4,0.343,3,2.4,0.115,3,4.7,0.106
"205",2020-09-24,86,77.4,0.367,2,2.6,0.124,1,4,0.09
"206",2020-09-25,65,76,0.36,1,2.3,0.11,7,4,0.09
"207",2020-09-26,51,67.6,0.321,2,2,0.096,2,3.6,0.081
"208",2020-09-27,103,71.1,0.337,3,1.9,0.091,1,3.3,0.075
"209",2020-09-28,104,75,0.356,1,2,0.096,5,3.6,0.081
"210",2020-09-29,54,78.9,0.374,3,2.1,0.1,9,4,0.09
"211",2020-09-30,21,69.1,0.328,1,1.9,0.091,3,4,0.09
"212",2020-10-01,88,69.4,0.329,0,1.6,0.077,2,4.1,0.093
"213",2020-10-02,128,78.4,0.372,NA,NA,NA,3,3.6,0.081
"214",2020-10-03,63,80.1,0.38,1,1.6,0.077,2,3.6,0.081
"215",2020-10-04,69,75.3,0.357,3,1.7,0.081,1,3.6,0.081
"216",2020-10-05,58,68.7,0.326,1,1.4,0.067,7,3.9,0.088
"217",2020-10-06,58,69.3,0.329,1,1.4,0.067,6,3.4,0.077
"218",2020-10-07,42,72.3,0.343,2,1.3,0.062,7,4,0.09
"219",2020-10-08,60,68.3,0.324,0,1.1,0.053,2,4,0.09
"220",2020-10-09,74,60.6,0.287,1,1.3,0.062,3,4,0.09
"221",2020-10-10,41,57.4,0.272,3,1.6,0.077,8,4.9,0.111
"222",2020-10-11,34,52.4,0.248,2,1.4,0.067,6,5.6,0.127
"223",2020-10-12,117,60.9,0.289,3,1.7,0.081,5,5.3,0.12
"224",2020-10-13,59,61,0.289,2,1.9,0.091,5,5.1,0.115
"225",2020-10-14,64,64.1,0.304,4,2.1,0.1,4,4.7,0.106
"226",2020-10-15,65,64.9,0.308,2,2.4,0.115,6,5.3,0.12
"227",2020-10-16,74,64.9,0.308,1,2.4,0.115,4,5.4,0.122
"228",2020-10-17,106,74.1,0.351,NA,NA,NA,4,4.9,0.111
"229",2020-10-18,92,82.4,0.391,1,2.1,0.1,7,5,0.113
"230",2020-10-19,114,82,0.389,3,2.3,0.11,5,5,0.113
"231",2020-10-20,73,84,0.398,1,2,0.096,7,5.3,0.12
"232",2020-10-21,54,82.6,0.392,2,2,0.096,5,5.4,0.122
"233",2020-10-22,51,80.6,0.382,3,1.9,0.091,4,5.1,0.115
"234",2020-10-23,81,81.6,0.387,1,1.7,0.081,9,5.9,0.133
"235",2020-10-24,68,76.1,0.361,3,2,0.096,7,6.3,0.143
"236",2020-10-25,57,71.1,0.337,2,2.1,0.1,7,6.3,0.143
"237",2020-10-26,31,59.3,0.281,5,2.4,0.115,14,7.6,0.172
"238",2020-10-27,28,52.9,0.251,3,2.7,0.129,9,7.9,0.179
"239",2020-10-28,36,50.3,0.239,1,2.6,0.124,4,7.7,0.174
"240",2020-10-29,41,48.9,0.232,3,2.6,0.124,7,8.1,0.183
"241",2020-10-30,87,49.7,0.236,3,2.9,0.139,4,7.4,0.167
"242",2020-10-31,55,47.9,0.227,5,3.1,0.148,3,6.9,0.156
"243",2020-11-01,81,51.3,0.243,2,3.1,0.148,5,6.6,0.149
"244",2020-11-02,66,56.3,0.267,1,2.6,0.124,6,5.4,0.122
"245",2020-11-03,50,59.4,0.282,2,2.4,0.115,6,5,0.113
"246",2020-11-04,92,67.4,0.32,4,2.9,0.139,9,5.7,0.129
"247",2020-11-05,59,70,0.332,1,2.6,0.124,2,5,0.113
"248",2020-11-06,72,67.9,0.322,3,2.6,0.124,5,5.1,0.115
"249",2020-11-07,66,69.4,0.329,0,1.9,0.091,4,5.3,0.12
